product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
771524088,rj1c8y60wzduv,41661959,771524088,5,1,n,True,1,five stars,love it! cute and original!,9/3/2014,5,5.0,1,1,100.0
772036904,r1gd5dq1vletqf,26531325,772036904,5,1,n,True,1,love the seat.,"love the safety features, it's a bit big when it's rear facing, so we had to place it in the middle of our back seat, but it seems very comfortable and my son loves it!",2/4/2015,5,5.0,2,2,100.0
772280665,R25SDKA4FJHMYA,8763331,772280665,2,0,N,True,0,Causes face rash,"They are cute, but there aren't enough air holes.  My baby gets rashes from these when used too long.",8/27/2015,5,4.0,46,42,-2.17
773083836,r11ksb3dm53883,27248258,773083836,1,2,n,True,2,quallity and color way off,"i very rarely write negative reviews, but this product warrants it.  i was sadly disappointing with the american baby company percale set in primary.  when i received the set, i noticed loose threads and exposed folded over corners on the colored squares of the comforter.  i expected a much better quality product for the price.  also, the color is neither as described or as pictured.  what appears to be a mainly greyish blue comforter turned out to be more like a cheaply done fake denim material.  the blue stripes on the top sheet were pale blue which did not match the comforter blues or the fitted sheet, which was described as \\navy\\ and was actually royal blue.  i sent the set back (amazon took care of the shipping and refund with no problems) and am making a quilt for my son's new \\big boy\\ room.  if you are looking for a fake denim looking comforter with somewhat badly sewn on squares, this would be good, but otherwise, be a bit wary.",10/25/2013,1,1.0,1,1,-100.0
774028822,RWR4QVSZC4R57,1035528,774028822,5,0,N,True,0,but works great!,"Different color, but works great!",2/6/2015,5,5.0,1,1,100.0
774052228,rkzxk7ggozkte,23323947,774052228,5,2,n,True,2,doggy gate......,"i waited a month before writing this, to be sure of my feelings. we bought this gate for my new german shepherd puppy. after a month, i have to say, for the price, i love this gate! as long as you measure your door openening, this gate will keep your dog, or baby where you want them. sturdy, and light, they have stood up to this puppy as he has grown. and german shepherd's grow quickly! no worries, this is well with the money!",10/14/2013,5,5.0,1,1,100.0
774204209,r3ft2w5klkg05w,6382422,774204209,4,2,n,True,3,is great,"i love it!!!! i use it all the time, i would recommend it. it is esay to move it around .",10/25/2013,4,4.0,1,1,0.0
774619870,r2aaxpxdssihsn,36313097,774619870,5,1,n,True,1,awesome,wonderful!if you like keeping it fresh than this is the product for you or you happy green stuff. stay happy san diego.,6/27/2014,3,4.0,1,1,0.0
774944417,REAE8VO26OKYP,27519210,774944417,5,0,N,True,0,Love these!,My daughter absolutely loves these.  It's great to have multiples on hand so one can be chilling while she chews on another.,2/6/2015,5,5.0,1,1,100.0
775501521,rmcisyh09zipq,19300711,775501521,2,4,n,True,7,no latch,"beware - no latch, attached only by the seatbelt. for this price - it is an issue. will be sending this back.",4/26/2015,5,4.0,1,1,0.0
776183536,r1iq08cjjo87j6,10548147,776183536,5,2,n,True,2,good purchase.,great bottles!  i handwash the nipples because one discolored from our water in the dishwasher.  i put them through a microwave sterilizer afterwards (we have well water so we have to use boiled water or sterilize to kill any possible bacteria).,5/8/2015,4,4.0,1,1,0.0
776705401,r12a5ly00bn7mr,40595206,776705401,4,4,n,True,4,my night time diaper.,i've yet to wash it for the full potential of absorbing.  however it already out does all the other diapers in my current stash.  my 18 month old daughter is an extremely heavy wetter.  she has slept 6 hours before waking from being wet.  it's usually about 1 1/2 to 2 hours.  i know as i continue using i'm going to really love it.  i bought it based on reviews about night time use.  i wish i had bought 2.<br /><br />update:  now that i've been using this for awhile i love it.  she has slept 11 hours without waking to be changed.  i'm going to buy another one that way i'll have one for the night the other one is hanging out to dry.  i line dry all my diapers.<br /><br />update:  i have been using for a year now.  still works great with a wool cover.  i have 3 in my stash now.  not as soft now.  i still put a bamboo insert in next to her skin.  i also put another charcoal bamboo insert underneath then cover with a wool cover.,2/18/2015,5,5.0,1,1,100.0
776917390,rnh3pb9y70bb9,13199731,776917390,5,1,n,True,2,"great cup, keeps liquids cold","what i like most about these thermos containers is that the liquid will stay cold for a long time. i haven’t tested exactly how long. but i live in southern california and it can get very hot here. i will put water with ice in these and leave the house with the kids around 9 am and the water is still cold when we eat lunch around 1 pm. while i do not use this for milk or juice, i can see that these would work well to carry milk out of the house for later.<br /><br />they are easy to clean and i like they are not made of plastic. i believe the straw parts are silicone – this is great if your kids tend to chew on the straw like mine do. these are very durable. it is a little hard to take apart sometimes for cleaning, but once you get the hang of it it’s fine. this is dishwasher safe, although the cap would likely melt if it falls into the heating unit of your dishwasher.<br /><br />the top has three parts: the plastic lid, the straw that goes in your mouth and the long tube to reach for the liquid. my husband tends to forget to add the straw – and without it you cannot drink! this cup is very durable. it will leak if your child shakes it, holds it upside down and sometimes it may splash a drop when popped open. but because i use this for water it isn't a problem as it has not proved to be at all messy. but i would not recommend for younger toddlers that shake their cups. these [[asin:b00ohkrm5a playtex playtime straw sippy cup, super friends, 9 ounce]] worked really well when my kids were younger.",8/1/2015,3,4.0,1,1,0.0
777325369,r2x0a7qqocwxd8,15971156,777325369,2,1,n,True,1,doesn't work well,just splatters water everywhere. no directional ability. maybe ok for little kids if you keep the water pressure low v,7/9/2013,4,3.0,2,2,-100.0
778708350,r71mebqzhksq5,12961401,778708350,1,4,n,True,5,horrible- do not recommend!,"after reading reviews and getting recommendations, i decided to go with the magic bumpers. however, they arrived poor packaged, extremely squished foam that looked like my husband could have cut it himself from a hardware store. the pieces didn't even match together and were a lot lower than we thought and wait, it gets worse...my daughter rolled out of bed after having them in for only 3 hours!!!!<br />my daughter isn't even a &#34;wild sleeper&#34; and we set them up with the most precautious settings, even closer than the recommended 3 inches from edge of mattress. we are just lucky that she barely scratched her chin and is not traumatized by the fall. i am returning them asap and buying big bedrails even if they are are pain to make the bed with. do not buy!!",7/9/2013,2,2.0,1,1,-100.0
779187553,r2t3zgnxf0tv2s,14347873,779187553,5,30,n,True,33,when will you have the new model with the feeding tube?,i can't wait to see the new model to include the feeding tube and buckle strap. i won't ever have to interact with my child ever again.,1/14/2014,5,5.0,2,2,0.0
779405631,r3eqk4f62iks3j,50998404,779405631,5,1,n,True,1,good product,the product is solid. fit well. stay tied and keep baby's feet warm...and soft organic.,12/9/2014,5,5.0,1,1,100.0
780306611,rjaxf3p0gd1be,51982153,780306611,5,1,n,True,2,great learning tool & entertainment,"daughter loves the infantino grow-with-me activity gym & ball pit. so far she is only old enough to be using the stage 1 toys, but will soon be able to start holding and playing with the balls for the pit. at times she will even fall asleep playing for so long under it while still holding onto the toys. product seems well built and i am completely satisfied with the purchase.",7/12/2014,5,5.0,1,1,100.0
780443102,r2hvuxic1phokk,39834799,780443102,5,1,n,True,1,easy to use diapers,i absolutely love these diapers. i'm a first time mom (and a single one at that) and was nervous about all of time and effort needed for cloth diapers. these are the easiest things i have ever used and the fact that they are adjustable makes it even better. i had priced similar ones at buy buy baby and other places and these seem to be the best priced ones as well.,1/2/2015,5,5.0,1,1,100.0
780558470,r2wh6zqyy82a59,17591732,780558470,5,7,n,True,7,"easy to clean, travel well, and comfortable!","finally! of all the random products i have not cared too much about over the years, bibs have been a cause of annoyance for me! the cloth ones stain, and some of the &#34;waterproof&#34; ones start to smell moldy after a little. i tried the baby bjorn ones, but those were so stiff they felt like body armor. these are soft silicone, so they sit comfortably on my toddler and they roll up easily to go in the diaper bag. i simply rinse it after use or use a napkin to wipe it down. the pocket is absolutely essential and catches food and milk with every meal. my only complaint is that it doesn't quite get tight enough around the neck, so sometimes food will still dirty her collar. also, the clasps sometimes come undone while she is eating.",3/6/2015,5,5.0,1,1,100.0
780559784,r2o41vurligmcf,31502263,780559784,5,2,n,True,2,perfect for the curious baby,"it took a few tries, but after we figured it out, my baby lived in this! we took walks and did chores together, and she loves to see what i'm doing! she's now a year old and we still use it",9/7/2014,4,4.0,3,3,66.67
781121930,rygb8dqmpvn0e,44159428,781121930,5,0,N,True,0,Fantastic Product! We have had this for several months ...,"Fantastic Product! We have had this for several months and the overall quality is outstanding. Excellent picture, features and battery life.",12/9/2014,5,5.0,2,2,100.0
781955422,R1SZBT9LTC3OQ9,47018052,781955422,2,0,N,True,0,Two Stars,does not work that great!,8/6/2015,1,1.0,27,22,-7.41
782667922,rgrl6d186ri1e,19582557,782667922,2,1,n,True,1,... old was able to take them off oh so easily!,my 9-month old was able to take them off oh so easily!,8/6/2015,5,4.0,1,1,0.0
782683804,rzmn2oaoh5yme,33132255,782683804,3,1,n,True,2,"very small, but i guess it works","i am throwing my sister's baby shower and i purchased these thinking that they would be perfect for the \\don't say baby\\ game. these pins are teeny tiny. like the length of half of my pinky finger. i guess i figured they would be a bit bigger, based on how you play the game...",1/11/2012,4,4.0,1,1,0.0
783347993,r35kr26ewe40g0,37526504,783347993,5,1,n,True,1,five stars,this bib is expensive but it's the best one we found.  comfy and absorbent.,2/3/2015,5,5.0,1,1,100.0
783950023,r1nt33c28kql1x,34159856,783950023,3,1,n,True,1,not what i expected,"it's a great concept in all. the lavender is so overbearing that we took out the removable microwavable sack that contained the flax/lavender. we like to soft material, but with the sack in place it feels hard..like it has a bag of dirt. if it had half the amount it would be much better. i would give it one star if the sack was not removable it's nice..squishy and soft and has a nice light lavender sent without the bag. the whole reason i bought it was so my son could have a cuddly, warm bunny for bed. maybe we'll open it up, remove it's contents and replace it with just flax and sew it back. the ears have enough lavender for the aromatherapy purpose.",12/26/2008,4,4.0,1,1,0.0
785944683,r1anokb22yc3xl,44059529,785944683,5,1,n,True,2,if not for this my son would have never taken a morning nap,"my son is a very lite sleeper. he had difficulty falling asleep. this really saved us, its smooth motion helped him fall and stay asleep for a long time. very sturdy and reliable.<br /><br />ofcourse because we used it so much and so often (my son loved the swing and would relax in it even after he woke up :))<br />the motor stopped working when he was 6 months old, but graco sent a new one promptly. excellent customer service!<br /><br />i love graco!!",3/24/2014,5,5.0,2,2,50.0
787139464,ri60p6fneyree,23550449,787139464,4,6,n,True,7,"good, but needs a protective cover for safety","this is a great, easy to clean sippy cup made from safe materials. i like that it is dishwasher safe. it does need a sleeve, though. my two year old son dropped it on his toe when it was full, and now the toenail is black and blue and he'll probably lose it. i think this can be easily solved by putting a softer sleeve on the bottle. the silicone sleeves that pura kiki makes are pretty expensive, and i saw some reviews stating that they leave a gap at the bottom where food particles and moisture can get stuck, which is at least gross, and at worst, can make the bottle rust. apparently they are not made to be taken on and off on a daily basis. we purchased michelob ultra koozies (taller slimmer beer can). they fit great and are less than half the price of the silicone sleeves. they also come on and off with each use which i feel is more sanitary. you can find ones on amazon that do not have beer logos or references on them.",6/5/2015,5,5.0,2,2,100.0
787255721,R3JJU120H575YJ,41881473,787255721,5,0,N,True,0,Five Stars,"Great price and love this dresser, very sturdy and quick shipping.",2/6/2015,5,5.0,1,1,100.0
787616960,r32xmzwelov5dj,12855169,787616960,5,1,n,True,1,lots of features for a reasonable price,"i love this stroller. it can be used from day 1 as the seat turns into a flat bassinet. when your baby grows you use the same seat for them to sit. i've also used it with the car seat from mia moda which fits into the same frame, replacing the regular seat. you can have the baby facing you or facing forward, which is a wonderful feature. the adjustable handle makes it very easy for my 6'6 husband to push the stroller. the basket is roomy, i carry my groceries in it. last but not least, i get compliments on the looks of this stroller, everyone thinks it's one of the \\expensive european strollers\\.     the one drawback was figuring out the folding mechanism the first time i used it. i almost returned the stroller because i tried opening it about 10 times and it just didn't work. then magically i figured out that you have to pull on the tab they recommend and push down the stroller bar with my hips, and it folds very easily. do not give up - the stroller is totally worth it, especially when the new mia moda infant car seats are gonna be available on the market again in may 2010 (the old ones were recalled).    updated 16 months later: while i still love this stroller, my son who is 99th percentile for height and weight, is quickly outgrowing this stroller. he's 32 inches tall and 27 lbs. his head is getting close to the canopy....i may only have a few months left. so if you're tall parents, you're likely to have a tall baby, and in the long run, the kid will likely outgrow this stroller before they turn 2.",2/28/2010,4,4.0,1,1,0.0
789181082,r1jik2lhhearca,13576943,789181082,4,4,n,True,5,"keeps my kids safe, but not quite perfect.","we have twin toddlers and each of them insists on pulling out cords and trying to put them back in. we got this product to help stop that, and it does an amazing job.<br /><br />i have 3 issues with this product, however:<br /><br />1) the cords aren't very easy to slip into the hook that allows them to come out of the cover. not impossible, but there isn't a whole lot of room to twist and slide the cord so it can come out of the cover.<br />2) for bulky plugs (like for baby monitors) the cover doesn't snap on due to the bulk of the plug. also you can't have 2 cords in the outlet (with bulkier plugs). this isn't a dealbreaker, just something i've noticed.<br />3) not all cords are created equal, many have different sizes and shapes. i tried to use this for a surge protector and had to cut the cover so that the hole would be big enough for the thicker, round surge protector cord.<br /><br />those negatives aside, i'm very happy with this product and am ordering more to cover more outlets that the kids get into. even if i have to enlarge the cord hole from time to time, the fact that my kids can't unplug the cords and electrocute themselves gives me an amazing peace of mind!<br /><br />edit: safety 1st does make an outlet cover that will allow surge protectors and other bulky chorded plugs be protected. haven't tried it yet, but i will: http://www.amazon.com/safety-1st-power-strip-cover/dp/b000046s3w/ref=pd_sbs_ba_2",8/5/2013,5,5.0,1,1,100.0
790169998,r3um76u7wefb9h,41803061,790169998,2,1,n,True,2,not as advertised,the product description stated there were two plates in the order.  we only received one and it was not one of the plates pictured.,1/31/2013,1,1.0,1,1,-100.0
790954745,r3qx5aaa2yflvb,25700556,790954745,1,1,n,True,1,dont buy this!!!!!,"i never write reviews but was so disappointed in this and what's more important when baby is sick than dependable readings? started getting irratic readings within months, low battery. replaced the battery and still getting 95.7 on all the readings when my daughter had 100* fever:( do not buy this. i'm going to try a braun thermoscan, my third thermometer and write the company to dee if i can be reimbursed.",12/11/2014,1,1.0,1,1,-100.0
791058186,r3op2j67ktmcsu,24440854,791058186,5,1,n,True,1,awesome second seat! : ),"got mine a while back before it was available on amazon and love it!  it's true that the holes are small, but i usually take my son's shoes off before i put him in and it's a piece of cake.  my son also likes to stand up, which he can do, but since he's buckled in i don't worry about him falling out.  he can reach groceries, but he'd be able to reach them if he weren't in the seat, too.  really the only draw back is that literally every time i've used it i've had people ask me where i got it.  but that's really not a negative. : )",6/26/2015,5,5.0,1,1,100.0
791790210,RJG3H1JFMB6EQ,33432132,791790210,5,0,N,True,0,Cute and functional design,"Since our pacifiers came with their own clip-on covers, I actually use this for my nipple shield that is needed for me to breastfeed. It fits perfectly and is much better than the plastic baggie I had been using! It has a velcro closure and it's nice that the strap has a snap so you can hook it onto diaper bags, etc.",12/13/2013,5,5.0,11,11,63.64
792767542,r190l8mfv0h6zx,9890658,792767542,5,2,n,True,3,if you use this with bob car seat adapter for britax it will hold baby trend car seat!,"i took a gamble with bob car seat adapter for britax because bob doesn't make an adapter for baby trend car seat (i specifically have a flex-loc baby trend).  i couldn't even find anywhere on the internet that had a solution for this (other than buying a graco).  i love our baby trend car seat and already had it from our first child.  i didn't want to purchase something else.<br /><br />i tried some of the adapters at toys 'r' us and none of them worked.  i tried the graco, peg perego, and even the britax with a baby trend car seat.  none of them worked.  the baby trend car seat wouldn't attach at all to the graco or the peg perego adapters.  on the britax adapter, the baby trend could sit on it but didn't snap in and any weight on the front of the car seat would flip it right off.<br /><br />after searching long and hard on the internet without finding any solutions (other than buying a different car seat).  i found the britax infant carrier to stroller adapter strap.  it is super simple!  just a strap, a buckle and some d-rings.  wrap the straps around the metal pins in the britax car seat adapter and the straps can buckle the baby trend car seat in securely!  it's perfect!  very secure.<br /><br />i do have one confession.  the baby to go in this isn't born yet.  i will update this review once i have some time with the baby in it.  though, i don't see many issues.<br /><br />good luck!",7/6/2013,5,5.0,1,1,100.0
793215883,r1fxxfmhsomdat,11592412,793215883,5,1,n,True,1,great!,"i loved my monitor so much that i had to buy another one for the new baby! such a great picture, a great lasting battery, and everything about it is easy to use. i've had my first one for 2 years and have never had an issue with it, so i kow this is a product that can last through a lot of hours of use.",7/2/2014,5,5.0,1,1,100.0
793222522,rv5wawm8e2hno,25460116,793222522,5,1,n,True,1,great bottles!,love these bottles and they are so easy to use! love the filtration system in the bottles to keep the air from going into the babies tummy.,7/6/2013,5,5.0,1,1,100.0
793792020,r14lrrmmlvntmk,21773154,793792020,3,1,n,True,1,not for big babies,"this product doesn't work well if you have a big 9 months old baby (17 lbs). i was not happy with my purchase, my son did not feel secure when i wore him with this product. i felt like i had to hold as well, so this wrap felt useless. i am sure it is great for younger and smaller baby.",8/6/2015,3,3.0,1,1,-100.0
794646507,r2hk2dgflxhb5d,22369438,794646507,3,1,n,True,1,it leaks and stinks,"even though i bought the right size for my son, based on his weight, he must have skinny legs because it leaks out the side.  i find it to be very stiff, doesn't seem like it would be comfortable for him.<br /><br />after he peed in it the first night, i washed it (without rinsing it first) and it came out smelling like pee.  the second night after he peed in it, i pulled out the liner and hand washed it, and let it soak.  then i washed it in the washing machine just like i did before.  when it came out, it still smelled like pee.<br /><br />it will always smell like pee.",3/19/2014,4,4.0,1,1,0.0
796387149,r36p6vo4wvqlx0,14433212,796387149,5,0,N,True,0,I love it my son looks so classy with this belt,I love it my son looks so classy with this belt. It goes with any style pants or jeans.,8/10/2014,5,5.0,1,1,100.0
796727977,r35jmv2u367ilp,26103192,796727977,2,1,n,True,1,little pricey,"i like it because you can slide the stainless cup out and use it just as a glass also...but way too pricey. i can go to target and get a stainless steel thermos cup with straw for $13.  just saying....  after having 2 of these cups for months,  the tabs have broken on both cups 1 on each.  makes a secure closure impossible.  but i do use the inside stainless steel cup just as a cp and not a sippy anymore.",8/1/2013,4,3.0,1,1,-100.0
798214747,r3cdl74bwlojvd,44893176,798214747,5,1,n,True,2,happy wife happy life,my wife loves this... i mean absolutely loves this. so she's happy... which means i'm happy...,5/6/2015,5,5.0,1,1,100.0
798652887,r8m8tvxy59468,44465713,798652887,1,2,n,True,2,terrible quality,"never got to use it because it shrank on first wash (i washed it exactly according to instructions, gentle cycles on both wash and dryer)!",11/20/2013,3,2.0,1,1,-100.0
799122776,rx5gvyaea3tqo,29308701,799122776,5,3,n,True,3,great item to be used with uppababy bassinet!,"we received this as a gift to use with the uppababy bassinet.  it was super easy to put together (i did it myself without help from the husband!) and it looks exactly like the photo.  it's slightly larger than the bassinet itself, which we knew from the measurements listed, but the bassinet stays in it securely.  we love the rocking feature, which was a major reason that we decided to get this instead of the uppababy brand.  it is a bit shorter than other bassinet stands, but again, we knew this from the description and for the price you can't beat it.  we can't wait to use it!",12/7/2014,4,4.0,1,1,0.0
799434686,rmcpczfsqf96k,13675454,799434686,5,1,n,True,1,love this entertaining great to use highchair.,"i love this high chair. i would buy it again no questions asked. it is great as an entertainer while i do my dishes or clean up in the dinning room. plastic seat washes easily. great high adjustments as well as reclining. my daughter is 11 months old, we've been using this since she was 4 months old and she still loves it. 5 stars! also is unisex!!",6/23/2008,5,5.0,1,1,100.0
800046243,rqe8vjghka0dc,48824384,800046243,5,2,n,True,2,graco nautilus 3-in1 matrix,"good buy for the price. keeps your little one safe and secure while comfortable.  allows for growing with the child, with no need to replace at each stage of growth.",12/26/2008,5,5.0,1,1,100.0
800234977,r29rihg6k67ik,29812013,800234977,4,1,n,True,1,four stars,my daughter loves the crib.,12/5/2014,5,5.0,1,1,100.0
800408541,r3us4s7h3f9rda,45945110,800408541,5,1,n,True,1,good for keeping little fingers out of sockets,these work just as expected.  they cover outlets tightly but not so tight so you would need a screwdriver to pry them off. good for keeping little fingers out of sockets.,7/2/2015,3,4.0,1,1,0.0
800421148,rweukjfc7b3uy,45876305,800421148,5,2,n,True,3,perfect!,"i love the adjustable handlebar in the new flex!!! bob revolution is the best there is in terms of strollers. very satisfied! the duallie fits through all doors in public, but people are quick to comment or help hold doors when they see you heading for an exit! they underestimate the skills of a momma or the precision of bob! worth every cent. good sale on amazon around labor day.",6/24/2015,5,5.0,1,1,100.0
800824853,r2oc8eiqsnx8dz,27841578,800824853,1,22,n,True,22,terrible quality! do not buy!,"these cloth diapers are the worst. they shrunk about 2 inches and turned into a wrinkled mess after just the first wash! i use these for burp cloths, i have no idea how you would use them as diapers! i bought the toys r us brand and they are amazing! toys r us brand doesn't shrink at all, they keep their shape and they are sewn much better even after many washes!! do not buy these!! gerber brand (right) vs toys r us brand in the photo.",6/18/2015,5,3.0,1,1,-100.0
801167869,r2kn1c06u7ci7,23988043,801167869,4,2,n,True,2,this is the first carrier i've been able to wear my 17lb six month old in happily. we tried a mei tai,"i just so happened to pick one of these up while out of town. i needed *something* as i was flying cross-country with my son alone. hallelujah! this is the first carrier i've been able to wear my 17lb six month old in happily. we tried a mei tai, a k'tan and an ergo with no luck and lots of tears. i wore him forward facing through 3 airports comfortably on both our parts. i wasn't even sore the next day! i didn't find it difficult to get him in and out or to get the carrier on myself - though it wasn't my first rodeo.<br /><br />i would certainly recommend this as a good alternative to the very similar and grossly more expensive brand.<br /><br />the only thing that would make it better would be a pocket on the front for my id/cash/chapstick/keys :]",5/8/2015,5,5.0,3,3,-33.33
801491333,r15swcx12w37s,1961126,801491333,1,1,n,True,1,do not buy,the spring got stuck after just 2 months.  terrible quality.,12/9/2014,1,1.0,1,1,-100.0
801780417,r3ldrnw8adymld,7101049,801780417,5,3,n,True,3,five stars,big enough to put all my daughter's plush toys!<br />so cute!!,11/29/2014,5,5.0,1,1,100.0
801958521,ruopr14bpsn4x,24333405,801958521,2,16,n,True,19,"beautiful, but falls apart","this piece was relatively easy to put together, and it looked great in my son's nursery.  however, after a year or so of diaper changing and every day use, it started to fall apart.  the drawers were flimsy and they wouldn't stay attached.  i ended up throwing it away after a year and a half.",2/28/2010,1,1.0,1,1,-100.0
804628813,r134ld0r9xwumh,51360466,804628813,5,4,n,True,5,very well made and sturdy - looks nice too.,"i recently purchased this gate and installed it in just a couple of minutes.  i don't have kids.  i have a dog and a bird.  dog wanted to go in bird's room and tear up newspaper and scavange around, dragging stuff around the house making a mess.  that had to stop.  so i got this gate to put in the doorway of the bird's room.  the very cool thing, to me anyway (easily entertained), was that i could install it in the door frame and it didn't interrupt use of the door so i could still close his door at night and keep it open during the day, leaving the baby gate there to block the dog from entering.<br /><br />the gate is powder-coated metal and is very sturdy and well made.  it feels secure and strong where i put it.  the gate opens pretty easily.  at first i had to get the feeling of it (push in button and lift a little bit to get it to clear the locked area) and it was a cinch after that.<br /><br />i love that you can push it all the way open (in either direction) and have it stay open when you want it that way.  or, just open it enough to go through it and let it fall closed.  since it can open out into either direction, that makes it more versatile because you can install it with the latch on either side, thereby allowing you to have it open to the left or right.<br /><br />i like it so much that i just ordered another one for my stairwell.  i don't want the dog going upstairs into my office when i'm not there and i've just been blocking the entrance at the top of the stairs with a sheet of styrofoam at night.  looks tacky.  i can put this down near the foot of the stairs and it will look much better, plus i can just leave it swung open during the day.<br /><br />i cannot think of anything i do not like about this gate.  the learning curve in getting it up right was very small.  i also like that you don't have to put screws or nails in the walls if you don't want.  the tension-mount works very well.  it also comes with 2 expansion panels.  i didn't use those with my first one, but will be using them for my stairwell.<br /><br />this is noteworthy - the gate has all straight lines, unlike the main picture they have here on the website currently.  the one with the curved outer bars is not the one that i received.  mine does say model #4910, just like in the description.  but i felt it was noteworthy to advise that this model has all straight bars.  see the variety of pictures they provided and some of them do reflect that.  ***see pictures i have loaded here showing one gate without extensions and the other using both extensions.***for my stairwell.    this is noteworthy - the gate has all straight lines, unlike the main picture they have here on the website currently.  the one with the curved outer bars is not the one that i received.  mine does say model #4910, just like in the description.  but i felt it was noteworthy to advise that this model has all straight bars.  see the variety of pictures they provided and some of them do reflect that.  ***see pictures i have loaded here showing one gate without extensions and the other using both extensions.***",12/20/2011,4,4.0,1,1,0.0
805398640,r1ofziczw6mmb2,18617846,805398640,5,2,n,True,2,soft and safe - but check the dimensions,"i was startled when i pulled this out of the box because it was so much bigger than i thought it would be.  i saw the pictures other people posted of their babies using this in the sink, and figured i could do the same.  i was completely wrong -- it's way too big for that.  i guess some people have really huge sinks!  so i was initially disappointed that i had to use this in the tub with a 2-wk-old baby -- but i loved it almost as soon as i tried it.  it's soft with plenty of cushioning so she's relaxed and comfortable.  the material holds in water and stays warm.  the head is slightly angled upward so it's harder for the standing water to get into her ears.  it's easy to squeeze out and hang up to dry on the shower rod (though it takes until the next day to get completely dry).  i haven't had any issues with it getting smelly, after 4 months of twice-a-week use.  but the directions on the tag clearly tell you how to wash it, if it does start to smell.  now that my daughter's bigger and her feet reach past the bottom, she loves kicking her feet in the water.  i think i'm going to start gifting these to pregnant friends.",3/18/2012,4,4.0,1,1,0.0
805554507,rts3lyvlkhoqs,11263124,805554507,5,1,n,True,1,looks great,"having all the areas numbered with a map helped, everything applied to the wall great and the picture frames are one solid piece so you can stick the photos on top of the frame with out ruining the wall. i love it",6/11/2013,5,5.0,1,1,100.0
806366819,R10KKHU2YCBQ8M,40315544,806366819,4,0,N,True,0,Nice picture,Received rolled but it did stick to mh wall,2/6/2015,5,5.0,1,1,100.0
806549656,r12moregeukugk,46713095,806549656,1,2,n,True,3,never be shipped but it says 'shipped'???,"i cannot comment on this product because we never received it even after a month we placed the order, never had a word of apology from the seller either.<br />we have been looking forward to receiving the item for our 2year old son but ended up wasting a month waiting for nothing...<br />no idea how the product is like but the company should improve their customer service.",11/30/2013,2,2.0,1,1,-100.0
806812368,r1e9zl9flbqual,22651639,806812368,5,1,n,True,1,five stars,perfect compact gate to keep my dog securely in my kitchen.,12/23/2014,5,5.0,1,1,100.0
807533519,R2F3Y0X0AE0YWZ,6998152,807533519,5,0,N,True,0,Five Stars,Good,4/17/2015,4,4.0,11,10,27.27
807639037,r3s5lqqdoxfz82,49493966,807639037,3,1,n,True,2,"cute idea, but don't love 'em","i absolutely love, love, love the idea of these things in concept. however, after having used them a few times, i don't think i'm in love with the idea of them anymore. for one, i use aveeno baby wash in my daughter's bath and i typically squirt just enough of the baby wash directly on a washcloth when i'm bathing her. enter the palm mitts - i squirted baby wash directly on these and had the hardest time getting all of the soap out of them when i was done! i would personally recommend just using traditional baby washcloths...not worth the hassle to use these things, imho.",6/7/2011,4,4.0,1,1,0.0
807770990,r39i51ywux0ghf,52130569,807770990,5,4,n,True,5,it's taller so it's more ergonomic and it came in the perfect color to match the decor of her nursery,i bought this for my friend who just had a baby and she loves it!!  it's made of steel instead of plastic so it doesn't smell. it's taller so it's more ergonomic and it came in the perfect color to match the decor of her nursery.  highly recommend!!!,6/18/2015,5,5.0,1,1,100.0
808154473,r2abf4m9e2ifx2,40657493,808154473,5,11,n,True,12,love the city mini bassinet,"we loved using the city mini bassinet for our baby and got so much use out of it. we started using it as soon as we got home from the hospital, and took her for many walks in it. it is padded with foam and our baby slept very comfortably in there during walks. it easily disconnects from the stroller base, and is not too heavy. i used bassinet sheets to line it, they fit perfectly and made it easy to clean. the mosquito net that it comes with was also excellent for blocking out sun and anything from blowing into the bassinet. we used it until she was about 3 1/2 months old...because she was so tall and grew out of it. i would have kept using it otherwise.     the only issues i had with the city mini bassinet are 1. the price--however, we were lucky enough to find a gently used one on craigslist that was in perfect condition, for half the price....i definitely recommend doing this. and 2. the hood is sometimes a little tricky to put down because you have to press both buttons down simultaneously...while also pushing down the canopy, which is hard to do....i figured out a system that worked, so it wasn't a big deal.",12/13/2010,5,5.0,1,1,100.0
