product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_body_length,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
758018558,R3LK3ZXRR6S7C6,20903450,758018558,5,1,N,True,1,Awesome product!,"This is a great product.  Although a bit pricey a little goes a long way and I love the way it helps your hair dry faster.  Not sure how it works, but it does.  Although the product says it is oil my hair is never greasy feeling and feels great! I would certainly recommend it for longer hair.",8/5/2010,293,5,5.0,1,1,100.0
758099411,RD0BGSERMZ2JS,17563775,758099411,5,0,N,True,1,Nice hairdryer that works very well.,I really like this hairdryer. I haven't had it very long. But it's working well for me.,8/31/2015,87,3,4.0,518,506,32.63
759031250,R24SMPC6NFYT1H,15837951,759031250,4,0,N,True,0,Good,Good product.  STrange delivery in that it is shipped in more than one box.,8/5/2010,75,5,5.0,1,1,100.0
760262469,RW9ERRC9PBV8E,12671405,760262469,5,11,N,True,12,Soft and Shiny Hair,My hairdresser recommended this oil while I was at the shop one day.  She stated it was the only product from which she got results after chemo.  It makes my hair soft and manageable.  I don't have frizzies and it does not weigh my hair down.  Not only is it great for my hair but its good for my skin.  The fragerance is clean and fresh.,8/5/2010,338,5,5.0,1,1,100.0
761176783,R104MWZYYKUJUG,31163835,761176783,5,0,N,True,0,Five Stars,Works great.,7/5/2014,12,5,5.0,36,35,44.44
761384135,RMEGGMF6TFI2G,52822930,761384135,5,0,N,True,0,THE BEST FLAT IRON EVER!!!,"This is the best Flat Iron Period!!!    I have used T3 over $200, GHD nearly $300, They work, but for $39.99 the best I have ever used.  Buy this one don't waste your money on the other brands.",7/2/2011,193,5,5.0,3,3,100.0
764483655,R3SXUARQIXTJCL,23476764,764483655,5,0,N,True,0,Unbelievable,"There is no way not to recommend this product. Since the first time I used I felt the difference in my hair: it's softer and brighter. Sometimes with other conditioners, hair tends to fell, but you won't feel this with SOS Reparacion.",2/26/2011,234,2,3.0,1,1,-100.0
768031347,RYBM8NNLW0OOY,20755841,768031347,5,0,N,True,0,my perfume,"This is the only perfume that I love.  Luckily, even though it's off the market for years, Amazon is still selling the inventory.",7/2/2011,129,3,4.0,1,1,0.0
768062995,R1NM7MWCXHF2R9,32370531,768062995,5,2,N,True,2,Just keeps improving the health of my hair...,"Awesome dryer! I was on the fence for a while but now I'm addicted. Leaves my fine, fizzy, dry hair soft and smooth and my hair just keeps getting healthier. If you are waiting, don't...you just have to try this once and you will be sold!",8/19/2015,238,5,5.0,44,25,75.0
770573199,R1DZF94VAQ87M7,25833209,770573199,4,0,N,True,0,Works well!,The dryer works well. The attachments stay on very secure and the dryer is very light weight. The only issue is that the dryer setting button easily slides into other setting while holding it.,8/5/2010,192,2,3.0,1,1,-100.0
772722324,R3GCCW65ARSSVF,29340086,772722324,1,7,N,False,10,PARABEN Disappointment,"Zero Stars!<br />With all of those natural and safe ingredients, Komenuka Bijin blew it when they added the very unsafe and unhealthy chemical preservative paraben.<br />Disappointed beyond belief!",3/11/2010,197,5,3.0,1,0,-100.0
772841097,R2S51H4FUT53NR,10601291,772841097,5,0,N,True,0,Five Stars,thanks,8/29/2015,6,5,5.0,38,38,28.95
775846854,R2C6EK92MUL7XK,25090810,775846854,5,11,N,True,12,Great night moisturizer,"I have oily skin on to of dry skin, therefore, makes it very hard to find a good skincare line. I get so tired of trying out skincare products made for combination skin (normal/oily). Face creams for dry skin is just too much moisture and oil for my type of skin. Finding good all natural skincare is even harder. I use Pangea Organics line for the day time. I use this oil for night because I wake up with very oily and very dry skin. Using this actually helps reduce this and makes my skin feel so much softer. It's hard for me blend this oil on my face alone without using more than 2 drops. So, I mix this in with my Pangea Organics face lotion at night and wake up with refreshed-looking skin. I haven't tried using this oil in the day time since I get the midday oil slick, but I hear Argan Oil reduces the oiliness without drying the skin. Here's another bonus, my skin tend to get flushed in the afternoon, like as if I just ran a marathon. Using this Argan Oil reduced the redness.     One of the reviewer says it might not be pure because it is fragrance free, instead will try one that has the fragrance. I don't doubt this is product is of lesser quality because the information supplied by Slice of Nature says that there are 3 processing types for Argan oil. One of them is make Argan oil fragrance free and most of the time comes out clear. The other type of processing keeps the fragrance and the color is yellow or darker AND it is mostly used for cooking, maybe for cosmetics. I personally don't want to put cooking oil on my skin, since cooking oil can go rancid very quickly. That's like saying that I will put grapeseed cooking oil for my body. Would you do this? This one from Watt's Beauty is clear and it is contained in a very simple and plain brown bottle with a dropper, which is very useful.     As always with any consumer products, it's always either you like it or you don't. I personally like this and will continue to use it.    I haven't tried using this on my hair or on my body. My hair is pretty normal. I do intend on using this with my body lotion very soon.",8/5/2010,2097,5,5.0,1,1,100.0
776841961,R2QH4QJ57LKPX5,36293575,776841961,5,9,N,False,10,The BEST perfume ever!!,"When I wear this perfume, which I have been wearing for the last 10 years, everyone, I mean everyone,from the lady at the convience store to the check in clerk at the airport asks me what I'm wearing and tells me how fabulous I smell. This perfume is so unique because it is not mass marketed still to this day! My bottle has been held by the creator while she poured my perfume into it! That is unique and special right there!! Love this perfume!!!",8/5/2010,449,5,5.0,1,0,100.0
780001539,R1D1IYQ8EWK9UW,17698384,780001539,5,1,N,True,1,Very hard to find these brushes....,These brushes seem to be near extinct. It's the only (type) of hairbrush that my husband wants and has used for a lot of years. Bought 2 just in case.,7/2/2011,150,5,5.0,1,1,100.0
783135883,RCU8NTLDZRQ7C,41199211,783135883,1,3,N,False,3,Battery Questions are a Mystery - Not Eco Friendly,"About Spinbrush® Swirl® electric toothbrush by Arm & Hammer.  So I was trying to figure out how to change the battery/s for this toothbrush --- for a long time - lol too long! And I was feelin' a bit dumb (lol). I had  always had a problem with the switch with the  Arm & Hammer Spinbrush® Swirl®. tooth brush - it was easy to turn on but it was actually a puzzle (not intuitive, to me anyway) to shut off. LOL - I knew the design of this T/Brush had out smarted me in the past so putting ego aside I went to the Web with my problem and to the Electric Tooth Brush Manufacture's site [...] by Arm & Hammer. I must say this is Very FLASH-e Web Site. (lol) Very typical, over the top - big company stuff! Designed for the Suit Client not the Toothbrush Customer. The web sit does not have a Site Search Field, I knew I was in for it right then!  YES there is a Q & A page but there is a lame Ask Us page that is really just a badly titled where to buy landing page., ([...]). It seems like you need to go two levels of pages in on this site to discover this page link found on the ASK US PAGE: [...] On the  FAQ page, How to change the battery for this model Spinbrush® Swirl® was an unanswered question, others yes full and complete How To's, but not for this model! Curious? Which led me to Amazon to see what others knew about the Arm & (and) Hammer Spinbrush® Swirl®. I found my answer at Amazon. It seems instead of just saying that you have to toss this thing in the landfill where it will last for who know's how long the A&H approach is omission. Just not talking about the issue with their customers? It was almost like they were too embarrassed to put in writing the truth about such an un-ecofriendly electric tooth brush. Lessons I learned: I wasted a lot of time, I found the solution to my problem very quickly on Amazon, & I got what I paid for when I bought the cheapest Electric Toothbrush I could find. I am embarrassed to put this in the garbage but that's where it is.",5/6/2010,1986,2,2.0,1,0,-100.0
783438686,R2ST4GYR0S32HZ,42174175,783438686,1,12,N,True,15,not so good,"I thought these rollers were really cute but I ended up giving them away. I dont know if its that the heat is uneven or, or maybe the rollers are too small, or what, but I never got a good bouncy head of softly curled hair out of these.  I dont think they heat up particularly quickly, either. They might be good for a kid.",3/11/2010,323,1,1.0,1,1,-100.0
784306314,R3HIRPM8KS1PT7,36322395,784306314,2,4,N,True,4,Not much cotton,The wooden sticks on these swabs break frequently.  There is not much cotton on the tip.  The 6 inch version work much better.  [[ASIN:B000GULSL4 COTTON APPLICATORS PURITAN NON STERILE 6'' 100/PKG]],5/7/2010,198,2,2.0,1,1,-100.0
787878458,R1L5CII5KM3421,45281620,787878458,5,1,N,True,2,Mayumi Squalane Skin Oil,This is a teriffic product. I was seeing lines (road maps!) in my face and I put the oil on after cleansing my face and then cover that with collegen cream and bingo!  I could see a difference in about a week.  Love it!,12/4/2010,219,5,5.0,1,1,100.0
791081896,RUHG6Z4U66Y4Y,21463711,791081896,5,0,N,True,0,Five Stars,My daughter loved it for Christmas,1/18/2015,34,5,5.0,19,15,47.37
792394870,R3SY6PUL4TH7PJ,18704719,792394870,5,0,N,True,0,Superb sunscreen,Have used this sunscreen for several years and know that it is a superb product.  I especially like the fact that it is fragrance free and can be used under makeup easily.,2/26/2011,171,5,5.0,1,1,100.0
792544567,R360N4YDZVFFOI,35207852,792544567,4,1,N,False,1,"Not a miracle worker, but very clean skin","I haven't seen any of the great skin improvements that are supposed to come with a Clarisonic, but I DO feel as though my face is very, very clean when I'm done using it, and that's a good enough reason to have it in my book.",8/5/2010,225,4,4.0,1,0,0.0
794852894,R1H9OWP1FJOUAK,22395123,794852894,3,0,N,True,0,Three Stars,I liked it but ended up returning b/c it was a bit heavy for my arthritic hands.,12/28/2014,80,3,3.0,19,16,10.53
800605083,R50MK0C7YK64Q,21428901,800605083,5,0,N,True,0,AWESOME,i am very picky when it comes to my blow dryers. I can't commit. My sister had purchased this item at Target and I loved it! It has great power for it not being a professional hair dryer. I searched for it at 3 Targets and found out they no longer carried it. i was browsing on Amazon and found it! I ordered it immediately. I am very happy I purchased this item.,8/5/2010,363,5,5.0,1,1,100.0
801741616,R3VSUTOD2WZC0Y,19498472,801741616,5,0,N,True,0,Always try Amazon 1st,"Product is a nice beigey gloss,cannot find it in the stores anymore so I came to Amazon",5/7/2010,87,4,4.0,1,1,0.0
805407843,R1MNTJKIK8FETW,15040037,805407843,5,0,N,True,0,Works great. Just wish it had a medium setting,Works great.  Just wish it had a medium setting.,8/29/2015,48,4,4.0,90,79,4.44
808840479,R30NXKLZNC7F9W,16245404,808840479,5,7,N,True,8,best hair color system on earth,"Amazed no one has given thumbs up on this hair color product.  Naturcolor is the best permanent herbal based hair color I've ever used.  After many professional hair color mishaps, I decided to go it on my own, and that was a decade ago, when I found Naturcolor at my local health-market.  I've gotten many compliments on my highlights, and natural color.  It doesn't strip my hair, and doesn't turn it artificially yellow.  Why isn't everyone using Naturcolor?  They should. I use Sesame Blond 9N on the roots, leaving it for about 20 minutes, then I put the left overs just on the top of my hair for another 5 minutes and shampoo, and I am summer blond. You'll save a lot on stylist fees and have a more natural look.   Susan",2/26/2011,727,5,5.0,1,1,100.0
813906175,R25ZLB7ZIQS1UE,17790307,813906175,3,5,N,True,7,Width Stretcher,"Unlike other stretchers, this one will only widen your shoes, not make them longer.  This isn't made clear in the description.  It's still well-made and I was creative enough to make it work, but if you're looking to stretch a shoe length-wise this probably isn't your best option!",5/7/2010,281,3,3.0,1,1,-100.0
814216548,R1YQ04V88XLD3J,16662435,814216548,5,0,N,True,0,I love the hair dryer,"I love the hair dryer.  It's small enough, not heavy or cumbersome so that it wont aggravate my carpal tunnel syndrome.",7/16/2015,119,3,4.0,103,100,33.01
815035474,R3ACC0YT4SNLVD,13127058,815035474,5,0,N,True,0,An excellent dryer for alot less money than other top dollar ...,"I bought this for my daughter for Christmas..... she absolutely loves it!!!  An excellent dryer for alot less money than other top dollar dryers.  Dries fast, and much quieter than other dryers.",12/16/2014,194,1,3.0,58,46,32.76
815456780,R1FRXVDTYD4KLB,25643512,815456780,3,0,N,True,0,There is no place like home!,"This is a really fabulous red sparkle polish.  It's a good product and I treated myself.  :-)  It's a bit hard to take off, but most sparkle-polishes are.  As much as I like the product, I do feel it is a bit over-priced, especially when you add shipping.    If I was to come across this brand again, in store, I would buy it, if it was a color I had to have.",7/2/2011,359,4,4.0,1,1,0.0
817153670,R1QCRY651I3E12,14616021,817153670,5,0,N,True,0,Best eyeliner ever made!,"This eyeliner is the best! It's truly waterproof and yet not flaky, creates a nice solid black line and is very controllable with that nice pointy tipped applicator!<br />LOVE IT!!!",3/11/2010,181,4,4.0,1,1,0.0
819146930,R19S7SF6G6E9ZK,53033443,819146930,5,0,N,True,0,Great product,"I had purchased this item years ago at an Origins store, not even noticing the brand name. I wanted to replace it and when I saw this on Amazon I was thrilled. This is such a great handy thing to use for lotion. My husband hates me asking him to lotion my back, so this is great, and washable which I love. I also use an oil for sore back muscles sometimes and I can use this to apply it myself. Great item.",3/11/2010,407,5,5.0,1,1,100.0
822544154,R12NRLBHHJO1OX,18976800,822544154,5,0,N,True,0,All three shades are goof proof.,All three shades work beautifully. However if you are fairer complected. Stick with Bare your Soul and Look on the Bright Side. This one is a bit corally with a ever so slight shimmer. Its all sheer and will work but would just look better on Asian/African American/Latin skin tones. You can't go wrong so don't sweat the exact shade.,8/5/2010,334,2,3.0,1,1,-100.0
826713345,R2PT0H5FEBDUTG,15641347,826713345,5,0,N,True,0,Great product... Great Value... Fast Shipping... Easy to install,I ordered this on 8/2 recieved it priority mail on 8/5.... That is great customer service. I ordered all three kinds of units because I wanted it to be convient for my son(with new braces) to use.  I installed redibreeze and the quick breeze in two different bathrooms.  Both were easy to install... worked great the first time.  Have not installed the shower unit yet  but expect it to be just as easy.  This is a great product... works really well to clean my between my teeth and the holes left by wisdom teeth removal.. Easy for my son to use with his braces.... I have not used a waterpik but cannot imagine how it would work better.  My only idea for the company might be to make a model that you can insert salt tablets or other kind of dissolving disinfectant into so you can get a salt water spray.   Along the same ideas they use for car washing.       Thanks for a great product... and Thanks for fast delivery,8/5/2010,921,5,5.0,1,1,100.0
828468145,R273B5V02ATC55,48330087,828468145,5,0,N,True,0,Bit heavier than desired but overall great,Got this for my mom. It is a bit heavier than she'd like but overall she loves it!,8/13/2015,82,5,5.0,22,20,36.36
833461643,R3G5J3I4T3V0GG,830516,833461643,5,0,N,True,0,Five Stars,It's great!!!,1/22/2015,13,3,4.0,76,71,50.0
834518797,R1N5CTK6WHYVF3,52485987,834518797,5,3,N,False,3,GoYeGuy,"These Radius toothbrushes are amazing! I've been using them for about 8 years now. At first my dentist commented on how much cleaner my teeth were, and how healthy my gums. They last far longer than any other toothbrush - which more than makes up for the added cost. You can't go wrong with these. Note, however, that they do take a few days to get used to, as the'feel' is different from typical brushes.",7/2/2011,405,5,5.0,1,0,100.0
839907368,R2YUA5065VQD86,34048194,839907368,3,2,N,False,2,In-home Peel,"There are not many in home peel treatments on the market any more, which is unfortunate. This peel does an excellent job of exfoliating and is not over-drying like some alpha hydroxide peels. However, the concentration of alpha/beta hydroxides is relatively low compared to what you may get at a dermatologist. Even on my sensitive skin I did not get overly red or flakey. Additionally, this peel seems to helped with oil control on my oily skin-especially when used consistently over time.     I do have a few complaints, one is the smell. Although it is not over-powering it takes a bit of getting used to, it smells like the old lanse-sa treatments at the hair salon. Another complaint is I do suffer from acne and this product seems to aggravate acne problems if used during a break-out. A word of warning, this stuff is very difficult to get out of hair so be careful where you apply it.    With all that said it is a luxurious treatment that helps exfoliate skin in a way no exfoliating rinse can do, and helps with oil control. I have not noticed any dramatic wrinkle reduction or dark spots disappearing like the professional peels deliver.",7/2/2011,1148,4,4.0,1,0,0.0
840255931,R2NJ46OR8TJ6RM,30332352,840255931,5,14,N,True,19,Great experience...,"So since this isn't sold by amazon, I'm mainly reviewing the seller (Wish4Star).<br /><br />I received this order in a timely fashion (it's shipped standard USPS and so took a few days... maybe 5 or so). All the items in the pic showed up and the packaging was compact and secure.<br /><br />However, upon going through all the razors (great selection of blades BTW), I noticed that one box had been opened and a razor had been opened! Yuck!! So I contacted the seller and he assured me this had never happened before (I have a feeling he's telling the truth) and that he would send me a new box asap. Well I just received my replacements (yeah he sent an extra pack!), which showed up quite quickly.<br /><br />So all in all I trust this seller & had a very positive experience with him. I will most likely be purchasing in bulk from him once I settle on a single brand of razor.",5/7/2010,880,5,5.0,1,1,100.0
843035023,R3K8WVSNCMWVHB,39559818,843035023,3,0,N,True,0,Just okay,"The hairdryer blows air very softly if that's such a thing.  Needs more power, I feel like it takes longer to dry my hair.",8/6/2015,122,2,2.0,57,54,8.77
847186574,R2F2T7H1XSPDW,43917635,847186574,1,0,N,True,3,worst shaver ever,"This had both good and bad reviews, so i figured i would give it a try. Mistake. Worst shaver ever. I had to take off the plastic piece and just use the blades to make the hair short enough, and it worked for about 2 minutes, and then suddenly all it did was PULL the hair and HURT!!! Don't waste your money.",8/5/2010,308,1,1.0,1,1,-100.0
850419088,RZXGNV4M7YE9W,36807326,850419088,4,0,N,True,0,Not greasy,I've been using this for about a month.  Not greasy. It moisturizes and puts a good dark brown tone in.,5/7/2010,103,2,3.0,1,1,-100.0
851332118,R1AW110NUU518,35426912,851332118,2,1,N,True,1,Good for one use...,"These flower-shaped toe separators are super cute and they work fine to separate your toes to polish but when you take them off, the flowers easily rip off making them good for one use.  I'll have to sacrifice esthetics and go with the plain old separators next time.",8/5/2010,267,2,2.0,1,1,-100.0
852754285,R26K8ORDNFJU11,20303289,852754285,4,44,N,True,45,Best brush I could find on Amazon,"The only reason I didn't give it 5 stars is because I agree with some of the other reviews, it should be longer.  I wish about 4 inches longer, and it'd be perfect!  However, its not a huge issue, when I use it in the shower I can scrub my back from above my shoulder, and then from below to get my lower back.<br /><br />Also, you can't tell from the pictures, but the brush needles are held in place by glue, not staples as I think someone else had written.  No rust should occur on this since it's all plastic.",8/5/2010,513,4,4.0,1,1,0.0
853680399,R366ANB2OI7RI8,16010960,853680399,5,1,N,True,2,EXCELLENT product! A must have~,"1- great smell<br />2- excellent cleaner, even stubborn mascara without irritation<br />3- reduces pore size<br />4- makes your moisturizer work better<br />5- makes your make-up glide on<br /><br />Purchase it!",3/11/2010,211,5,5.0,1,1,100.0
855518320,RGEV4MDRKA2XP,49596371,855518320,2,3,N,False,3,Poor battery life,"The battery life is very poor.  A new one lasts only a few weeks.  We burned through the original and two replacements in the four months or so that we've owned it. There is only the two of us, so I doubt it gets used even twice a day on average.",5/7/2010,246,3,3.0,1,0,-100.0
855646875,R3P5NL9UXM4B5Y,39191938,855646875,4,3,N,False,4,I love this makeup.,"this is the best makeup I have ever used.  It gives a lovely matte finish, and you don't need to use a lot.  doesn't promote breakouts, and is also a sunscreen.  It's great.",8/5/2010,173,5,5.0,1,0,100.0
856753131,R2VOYLOUEY8M9M,44871213,856753131,5,54,N,True,54,No shredding!,"If you are like me, the cheap cotton rounds shred when using them leaving annoying pieces of cotton all over your hand and face.  I've always paid more for premium rounds less likely to shred and they are becoming harder to find in the stores in my area.  These don't shred and have the choice of an exfoliating side or soft side.  Search carefully at Amazon.com to find the lowest cost.  I got mine for $19.99 for a box of 8 tubes and free shipping when I added another free shipping product that I also wanted.  I'm happy to store these until I use them given the quality and price I paid.",2/26/2011,591,5,5.0,1,1,100.0
862140913,RIDBATSP1PZ0E,33735007,862140913,1,1,N,True,1,One Star,Hard to flex into position.,5/26/2015,27,1,1.0,26,23,7.69
862918620,RV94VI60CUXLM,18653470,862918620,5,1,N,False,2,Perfect Brows!,"I actually went to Anastasia Beverly Hills, and had my brows shaped by Katie- who did a great job, by the way. So, I bought this kit so that I could repeat the effect between visits. I don't live near Beverly Hills anymore, so this was a must. My brows were a little thin, and so I am growing them out a little. Filling them in in the mean time is really helpful. I was worried that I wouldn't be able to recreate my perfect brows at home, but- this kit was soo easy to use. I just used the stencil, and the brow powder, and viola my brows looked great again, and most importantly- natural. Sometimes I've used brow products that looked unnatural- but this stuff is of great quality. I would definately recommend it. It may seem pricey- but it is worth it. And, if you ever get a chance to go to Anastasia's salon- do so.. you don't even have to go to Anastasia herself. Everyone walking out of there had great brows!",4/15/2007,917,5,5.0,1,0,100.0
868768702,R3DNLY0PHATOAZ,19392651,868768702,1,0,N,True,0,Buyer beware,This unit caught on fire within 3 months of purchase,7/25/2015,52,1,1.0,124,114,-0.81
869039873,RKOTMKI1WXRL3,15260967,869039873,3,1,N,True,6,moisturiezer,"I think this product is ok, but overpriced and there is more of the bottle than there is of the moisturizer.  Peter Thomas Roth should start lowering his prices for his products.  I can buy more products cheaper than his from Kohls that also do wonders for my skin and they at least, allow the consumer to use their discounts on every item including perfumes and make up.....",2/26/2011,375,5,4.0,1,1,0.0
870644640,R3KQ4RK8A7J5D5,12489084,870644640,5,0,N,True,0,Fantastic Hair Product!,"I have really dry hair and this product really helps style and hydrate my hair. Easy to use, apply before blow dry. I noticed a difference the first time I used it. I have been using it with the Moroccanoil.",3/11/2010,207,5,5.0,1,1,100.0
872781320,R1ZUF9TEKQVMEA,44093221,872781320,5,19,N,True,19,I was skeptical but was pleasantly surprised,I have tried at least 2 other products that did not work for me because I am very sensitive to chemicals and even plant materials in cosmetics. This has occured to me even with cosmetics that claim to be hypoallergenic. Eye Revival not only worked to moisturize and reduce the circles under my eyes but also did not produce any allergic reactions. I am overjoyed that I have found a product that works and that I can use long term. No more wasted time or money!,7/2/2011,461,5,5.0,1,1,100.0
876155802,RXT9NET34DN71,34048194,876155802,2,1,N,True,3,A step up from level 6,"I stepped to level 9, after using level 6 for about eight months. Once I stepped up I finally began to see wrinkles become less prominent, and my acne more manageable. However, my skin became so red and irritated and my usually oily skin began to dry out. The results I did see were not worth the side effects and were not worth the money. Green Cream in general has a high alcohol content, and I first became aware of this when I started using Level 9 and found out this is what was most likely making my skin dry. There are far better retinol treatments on the market, especially for the amount that is paid for these products.",8/5/2010,629,3,3.0,1,1,-100.0
879595013,RUCQOBL2PVC66,21227024,879595013,5,3,N,True,3,Love it,"This is a really nice mild smelling body wash that certainly does wonders for dry skin. Love it. Ordered it twice,esp. at ths sale price.",7/2/2011,137,5,5.0,1,1,100.0
887175625,R1T630G8D531VU,47970241,887175625,5,7,N,True,7,Great Cream!,"Thank you!! the cream was delivered earlier than expected ..and it works so well, my scars lightened noticeably within a weak..now it can hardly be seenn!! I will definitely buy from you again!!!",8/5/2010,195,5,5.0,1,1,100.0
888313825,R3272AX2WU9XI8,11482425,888313825,4,1,N,True,1,Bonnet opening too small. Should be way more elastic so you can adjust it with the button,haven't gotten to use it yet. Can't get the elastic in the bonnet to open wide enough to get over the rollers. It is a painful attempt even without rollers. I will have to go to JoAnns and get some elastic and rethread the bonnet opening first. So when I finally get to use it I may review with you again.  Did it. Removed the elastic and it works much better. I will still put back in a much longer piece of elastic.,8/15/2015,417,4,4.0,59,58,16.95
889072181,RFFVHKUPNIS6G,12863952,889072181,5,4,N,False,4,Amazing!,This improved my skin tone and texture SO much.  I have had troubled skin since I was a teenager and this makes me feel better about the appearance of my skin.  I use it every morning and night and I saw a difference within a couple days of use.  The brush is really easy to change and I love the magnetic charger.,1/9/2012,314,5,5.0,1,0,100.0
889435551,R2JLZC0MLJXNN9,35189542,889435551,4,0,N,True,0,crest 3d white strips,"At first I didnt like the way they went on , they kind of slipped around when placing them, but the stayed once they were in place, the stayed. after a few times of usage i did see some results. My teeth are whiter but next time i will purchase a stronger method",7/2/2011,262,4,4.0,2,1,0.0
897437023,R3GR9RB60NKBG0,43455810,897437023,5,0,N,True,0,Five Stars,Perfect for travel.,8/29/2015,19,5,5.0,80,78,27.5
898604793,RJ18DGN60U5ZR,36810091,898604793,3,1,N,True,2,Not my favorite,Goes on thick and doesn't blend in to skin. I also got some sun burn.,8/5/2010,69,5,4.0,2,2,0.0
898966779,RJERNFU2APNS6,18846463,898966779,1,0,N,True,0,Styler No More,"I have used this Revlon Hot Air styler for years, but now they have changed the style and I will never buy another one. The new one has air holes above handles which dry your hair too fast and the brushes are too soft and do not grip the hair. I am totally disappointed and saddened I cannot purchase the old style and will not use Revlon stylers anymore.",8/5/2010,355,1,1.0,1,1,-100.0
899560091,R1IZSL30FMZRVN,42606554,899560091,5,1,N,True,1,LOVE IT,"I purchased this a few months ago and LOVE IT!  I can't claim that it drastically cut down my drying time (I towel dried pretty thoroughly in the past), but it's a great size and absorbs well.  I can put my hair up after my shower and it actually stays put!  It was money well spent.",8/5/2010,283,5,5.0,1,1,100.0
901616158,R3PVOJ8PSY3W1,51144979,901616158,5,2,N,True,2,Great price!,"This is a great price for this product!  If your hair needs some TLC from the dry, winter air, this is a great shampoo.",2/26/2011,119,5,5.0,1,1,100.0
902572429,R1CWGXUA82P6NH,43397291,902572429,4,0,N,True,0,5 years in the salon i like the dryer,"I have used this for 1.5 years in the salon i like the dryer, actually gets too hot so i rarely use it on high heat, the cold button is placed in a good spot, dryer tends to be a little heavy when using all the time. but it hasn't given me any trouble, over all it was a good buy.",6/16/2015,280,5,5.0,25,24,40.0
907733840,R322IUX5O67HG4,20910311,907733840,5,1,N,True,1,Great for detangling,I love this conditioner.  It lasts long and its a great detangler for African American hair.  I detangle my hair while the conditioner is in it and it and it stays that way once I wash it out!,8/5/2010,192,5,5.0,1,1,100.0
912644685,RSPBGXE7PNRW2,33493225,912644685,1,13,N,False,18,makes noise but nothing else!!,I bought this and tried it thinking Wahl was a good brand.  This thing is horrible!!!  It does not cut hair.  It's truly like the blades are missing.  Don't waste your time.,8/5/2010,173,1,1.0,1,0,-100.0
917687440,R1GD0E9B0S2IVP,51738304,917687440,5,0,N,True,0,Great prroduct,"Inexpensive product that made my hair very smooth for flat ironing, I highly recommend, loved it.  I am going to order it again.  If you order, buy two, it's not very big and you certainly don't want to run out since you will be instantly hooked.",7/2/2011,246,5,5.0,1,1,100.0
918034537,R35ZY5QEANBM8D,13564217,918034537,4,0,N,True,1,"Nice, light and powerful...","this is a good dryer with nice attachments...very light and powerful. The only drawback is the switches. If your hand has any mousse or oil on them, forget turning this on without a struggle. The switches have no grip nor heavy grooves on them that make turning on/off easy. But, overall good.",8/30/2015,293,5,5.0,78,75,42.31
918913792,R2RTZQP5NT060A,45236401,918913792,5,0,N,True,0,Great set up clippers!,"I'm no hairdresser but to me these clippers feel like a professional set. They're heavy and sturdy and powerful! They have a thick, no-nonsense cord. Just sturdy! Oh, and they cut hair really well too, no more catching. I'd recommend these for sure!",7/2/2011,249,5,5.0,1,1,100.0
919537561,R24TH3DC280VEK,32481879,919537561,5,3,N,False,3,Gives you beautiful skin,I have been using this product for over ten years (switched to others briefly in that time but nothing compares). I was sold on it way back in the beginning when I'd been using it a few months and some women commented across a room that my face glows! I knew it was the Healthy Skin lotion and have never parted ways with it since. I am 40 now and honestly get told a lot that I look to be in my mid-late 20's. A lot of that is staying out of the sun and this lotion. The ONLY complaint I have about it is the scent. All these years later and I have always hoped badly that they would change it but they never have. I honestly dislike it but the lotion is so good that I still use it! Amazing product!!,5/7/2010,702,5,5.0,1,0,100.0
919751065,R230LCPQDOFJJZ,51995766,919751065,5,0,N,True,0,Five Stars,Excellent dryer.,8/31/2015,16,5,5.0,140,98,10.0
921539318,RD22U5KNXFWUV,27567335,921539318,3,2,N,False,2,Better for the summer,"Bought it on sale because it said for normal to dry skin, and I have dry skin.  It's too thin to be a real dry-skin lotion - I think it might be okay for the summertime, but for my winter-thirsty skin I definitely need something creamier.  Too bad, because I love the smell.  It's a soft, citrusy smell that's not too overpowering but still wakes you up and makes you feel happier in the morning.",2/26/2011,396,3,3.0,1,0,-100.0
931142235,R2CH17NFJQSX3R,47906355,931142235,4,0,N,True,0,braun shaver,Great shaver but all the shavings fall out and little stays in the shaving head area.,8/5/2010,85,3,3.0,1,1,-100.0
932955324,R21F3F21WFXS6C,5846173,932955324,3,1,N,True,1,This hair dryer fool me just looking at it on the page,This hair dryer is not adjustable and does not have enough heating power,7/15/2015,72,3,3.0,25,23,-16.0
934270366,R1SMQU0T3XXGG2,51887985,934270366,5,22,N,True,28,Works Like a Charm- But Don't Go Crazy,"While US Pediatricians strongly urge parents to leave the earwax removal to professionals, people in Asia do this all the time. I was able to see the earwax with the light and gently scoop out the canal.  The big scoop and the tweezers were too big for his 9 year old ears but the smaller scoop worked perfectly.<br /><br />WARNING: DO NOT try this on yourself or go too deeply in the canal.  It's long enough to do some real damage.",7/2/2011,433,3,4.0,1,1,0.0
938889563,R77C7I3QKF80,42797246,938889563,5,0,N,True,0,Amazing :),"i been using this face wash for last 3 years now and all i can say is this face wash does wonders, it cleared away all my acne, all my scars that were left by the acne, and made my skin way softer, of course this wasnt only because the face wash, i had to put on facial lotion as well for the acne to really go away but this face wash does what it does and not heavy on your skin compare to many other acne facial wash i tried",2/26/2011,426,5,5.0,1,1,100.0
